certification_number,official_status,source,last_checked,notes
1401042689-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-022,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-023,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-024,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-025,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-026,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-022,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-023,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-024,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-025,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-026,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043264-027,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401043498-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044237-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044237-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044237-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044257-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401044258-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
